Message text,Категория,Kategory
"On January 25, 2021, at 14.35, I made a call to the MFC by tel. (4712) 741480. The call was to get advice on the issue of registration (extension) of the presidential allowance for the first child under 3 years old. I clarified the list of required documents and the deadlines within which I must apply to the MFC for the timely processing of benefits. The MFC consultant incorrectly provided me with information about the deadlines for applying for benefits. I was recommended to apply with the necessary set of documents to the MFC in February (as the consultant said, “the sooner the better”, since my child will turn one year old in March. As a result, on February 18, I applied to the MFC branch on V. Lugovaya Street. Documents I was accepted without any problems, and a few days later I got a call from the Committee for Social Protection and was told that I applied too EARLY. than a week before the child turns one year old. Thus, an illiterate employee of the MFC misled me by providing incorrect advice. And I need to re-collect the entire set of documents and contact the MFC again. Which is not the most convenient option for me, since it is absolutely not convenient to move around the city with a child in my arms to collect all the necessary certificates and documents. I have no one to leave the child at home with. I ask you to understand this situation: why illiterate consultants work at the MFC, who do not know elementary regulatory documents, which they must refer to in their work, and not invent from their heads. I ask you to punish the guilty consultant and inform me in writing about the measures taken against him. I have a recording of a telephone conversation with the MFC consultant. Thus, an illiterate employee of the MFC misled me by providing incorrect advice. And I need to re-collect the entire set of documents and contact the MFC again. Which is not the most convenient option for me, since it is absolutely not convenient to move around the city with a child in my arms to collect all the necessary certificates and documents. I have no one to leave the child at home with. I ask you to understand this situation: why illiterate consultants work at the MFC, who do not know elementary regulatory documents, which they must refer to in their work, and not invent from their heads. I ask you to punish the guilty consultant and inform me in writing about the measures taken against him. I have a recording of a telephone conversation with the MFC consultant. Thus, an illiterate employee of the MFC misled me by providing incorrect advice. And I need to re-collect the entire set of documents and contact the MFC again. Which is not the most convenient option for me, since it is absolutely not convenient to move around the city with a child in my arms to collect all the necessary certificates and documents. I have no one to leave the child at home with. I ask you to understand this situation: why illiterate consultants work at the MFC, who do not know elementary regulatory documents, which they must refer to in their work, and not invent from their heads. I ask you to punish the guilty consultant and inform me in writing about the measures taken against him. I have a recording of a telephone conversation with the MFC consultant. And I need to re-collect the entire set of documents and contact the MFC again. Which is not the most convenient option for me, since it is absolutely not convenient to move around the city with a child in my arms to collect all the necessary certificates and documents. I have no one to leave the child at home with. I ask you to understand this situation: why illiterate consultants work at the MFC, who do not know elementary regulatory documents, which they must refer to in their work, and not invent from their heads. I ask you to punish the guilty consultant and inform me in writing about the measures taken against him. I have a recording of a telephone conversation with the MFC consultant. And I need to re-collect the entire set of documents and contact the MFC again. Which is not the most convenient option for me, since it is absolutely not convenient to move around the city with a child in my arms to collect all the necessary certificates and documents. I have no one to leave the child at home with. I ask you to understand this situation: why illiterate consultants work at the MFC, who do not know elementary regulatory documents, which they must refer to in their work, and not invent from their heads. I ask you to punish the guilty consultant and inform me in writing about the measures taken against him. I have a recording of a telephone conversation with the MFC consultant. since it is absolutely not convenient to move around the city with a child in your arms to collect all the necessary certificates and documents. I have no one to leave the child at home with. I ask you to understand this situation: why illiterate consultants work at the MFC, who do not know elementary regulatory documents, which they must refer to in their work, and not invent from their heads. I ask you to punish the guilty consultant and inform me in writing about the measures taken against him. I have a recording of a telephone conversation with the MFC consultant. since it is absolutely not convenient to move around the city with a child in your arms to collect all the necessary certificates and documents. I have no one to leave the child at home with. I ask you to understand this situation: why illiterate consultants work at the MFC, who do not know elementary regulatory documents, which they must refer to in their work, and not invent from their heads. I ask you to punish the guilty consultant and inform me in writing about the measures taken against him. I have a recording of a telephone conversation with the MFC consultant.",10,Another
"A permanent swamp at a public transport stop and a pedestrian crossing. It is urgent to solve this problem, many people with a white cane live on the avenue, this crossing is like a trap for them all the time!",3,Another
"Good afternoon. The Committee for Social Protection of the Population provides material assistance to needy families in the amount of 8,400 rubles. I am raising two small children (3 years and 4 months) alone, there is no way to go to work. My husband and I are divorced. The former spouse does not provide financial support. I learned that the committee in 2021 selectively called the intended recipients of this financial assistance, which you first need to sign up for, and then wait for confirmation. I ask you to add my family to the lists for receiving such material assistance, and also tell me in what months it is necessary to “have time” to sign up? Where can you find out about this and how? Are there any regulatory documents? Zvyagintseva Svetlana Pavlovna",10,Another
"The problem lies in the systematic shutdown of road lighting on the street. Vatutin and st. Wide in the village of Voroshnevo, Voroshnevsky village council, Kursk district. This problem has existed for several months. My repeated appeals to the 112 service partially solve this problem (they transmit this information and the coverage appears but not always). On this section of the road there is a dividing strip, on which these supports are located. Most of them were installed decades ago. But there are also new supports that were installed a few years ago. Lighting is present on the new supports, but on the old ones it disappears (the section from the bypass bridge to the turn to Seim-Agro). In the evening and at night, on this section of the road, in my opinion, it is dangerous to drive by car. Since in these conditions it is very difficult to consider pedestrians who cross the roadway. We kindly request you to solve this problem as soon as possible, as it can lead to bad consequences. This is a link to download a video file from a car DVR (file size 101Mb): https://cloud.mail.ru/public/CH2W/hWYWTXLPK",3,Another
"Good afternoon. My daughter Anastasia Olegovna Platonova born on 06/04/2018 is on the waiting list in kindergartens No. 3 and No. 8 on benefits, because her husband is a military man. At the moment, this age group will no longer be available. We contacted the education committee, but there was no answer. I kindly ask you to help me in this situation. Due to family circumstances, you need to go to work.",7,Another
"Good afternoon. Help to get to kindergarten No. 3 or No. 8. My daughter Platonova Anastasia Olegovna born on 04.06.2018 We are on the waiting list for kindergartens No. 3 and No. 8 on benefits, because the husband is a military man. The date of enrollment is 02/12/2019. Celebrated every year. When it was celebrated, they said that this year we would not get there. But for family reasons, I need to get a job. We live at Victory Avenue 32. Kindergartens are within walking distance. I do not have the opportunity to take my child to another kindergarten, because the child does not tolerate travel in public transport. My husband has irregular working hours.",7,Another
"Good evening, how can I sign up for a social contract",6,Another
"Hello! We ask you to provide any possible assistance for immigrants from Ukraine (there is no “refugee” status): Antonina Fedorovna Velikoredchanina, a pensioner and her daughter Lyubov Vitalievna Sorotskaya. At the moment Velikoredchanina A.F. draws up a residence permit (will receive only after 4 months), he will receive a pension only after he issues a residence permit and not immediately (they said that he would still have to wait a few months). Her daughter, Sorotskaya L.V., does not apply for a residence permit, because she needs to return to Ukraine. There is an apartment, but it `requires` repair (painting the floor, wallpapering, minimal repairs in the bathroom). There is no money for repairs, no money for food, medicine. Please consider the possibility of providing any assistance (grocery kit, repair assistance, floor paint, medicines). We will be grateful for any help. Telephone for communication 89781815064 Sorotskaya Lyubov Vitalievna location address: Kurchatov, st.",10,Another
The House of the Book is an object of cultural heritage. The letter O will soon fall on people's heads! Carry out urgent emergency response work on the bas-relief!,5,Another
Tearing fastenings of the contact network of trolleybuses!!! How long will these pieces of iron hang over the heads of passers-by! ?They promised to fix it on the 6th! Already July 21!,3,Another
"Good afternoon. On July 19, 2021, I was sent to undergo training and receive additional education in the direction of the public employment service at the Kursk Regional Center for Training and Retraining of Housing and Utilities Personnel as a boiler operator. From the date of registration for unemployment until July 27, I was actively looking for work (I have three children and it is simply not possible to live on one allowance). On July 28, 2021, I officially got a job. In accordance with the law of the Russian Federation, when an unemployed citizen is sent for vocational training, he is considered employed. If during this period an unemployed citizen independently found a job, but continues vocational training (regularly attends classes, fulfills the scope of the curriculum), The employment of a citizen while undergoing training in the direction of the employment service is not a basis for expelling the student and returning the scholarship. On August 2, in my personal account on the website of the Committee on Labor and Employment of the Kursk Region, I found an order dated 07/27/2021 on deregistration. That is, it turns out that I studied and was registered as unemployed at the same time.? And the payment of unemployment benefits in the amount of 8400 rubles was appointed for the period from 03.07 to 27.07. 2021. I did not see the order on the appointment of a scholarship and a referral to study. Based on the foregoing, I believe that the actions of the employment center are a direct violation of my rights and the current law. In this regard, I PLEASE: 1. conduct a check on the stated facts.2. apply to employees who have committed a violation of the law, disciplinary measures.3. notify the decision by e-mail.",14,Another
"Hello! The child turned one and a half years old in February. On March 1, she quit her job by agreement of the parties. I wanted to enter the stock market. The question is, for which months do I need a certificate of income? For the last 3 (there is only child allowance). Or for the last 3 months before the decree? Help 2ndfl? Or in the form of an exchange? Thank you in advance PS I could not choose the subject of the question exactly, so I chose what concerned tsn",10,Another
"I ask the administration of the LINE store to pay attention to dirty carts, given the current problem of the epidemiological situation, it is scary to touch the carts in the LINE store. Please fix it!",13,Another
"Hello. On March 9, she submitted documents to the MFC for Engels to confirm the composition of the family and family income to extend the child benefit 181.13r. I did not receive information about the suspension, refusal, or a satisfactory decision. Please let me know the outcome of the service. Kondrashova Yulia Mikhailovna I receive allowance for three children",10,Another
Good afternoon! How can I apply for financial assistance to a low-income family? I have not found such information anywhere.,10,Another
"I applied from 3 to 7 years old, May 28, 35 working days have passed, the deadline has been violated, there is no result",10,Another
Good afternoon. I'm handling the issue of poplars. Can you please let me know what stage my application is in? And how long can I expect a response? Thank you,3,Another
"Hello, I don’t hear on the phone, the goods arrived on February 16 at Vyacheslav Klykov Avenue, 8 and came to the post office on February 20 and asked why our goods weren’t delivered to the door, they said wait and wait for the courier for a whole week, what kind of courier? Not responsible and lazy workers at the post office, I can not leave with three children and run to the post office every time?",9,Another
"Stop ""Kindergarten"" located on the street. Krasnoarmeyskaya. At the bus stop, the urn was destroyed, as well as the walls from the professional sheet. I ask the city administration, as well as those responsible for the maintenance of public stops, to install a new ballot box and walls from a professional list.",0,Another
"When schoolchildren and students are transferred to remote learning Children walk around with a cough, runny nose and other signs of illness, but they walk around and intimidate other children. I ask you to consider the transfer to distance learning",7,Another
"Hello. Without waiting for an answer, once again I want to introduce an adjustment to the problem. Asphalt road, 3000 m in the area where repairs are being carried out, why is the new asphalt road not brought to the new road in the Solntsevsky district? After all, there is actually a remainder of 2-3 km ... There is no lighting on the entire section of the road in the village of Polevaya!!! In addition to the Lyceum, there are 2 lanterns and partially at the entrance to the village. For the rest, there is NOT A SINGLE FANAR leaving the school in the direction of Gutorovo!!! I'm not talking about lighting in Upper Gutorovo = there is none at all! How can people live? What security are we talking about? She just doesn't exist. The only lantern near the school… Well, back to the road in Verkhniy Gutorovo… we received an answer that pavement work is planned in 22-23, but there are sections that simply cannot be driven through…. Is it possible for you to help in the organization of at least some kind of embankment so that the cars do not settle in a pile of dirt and puddles? After all, the garbage is not taken out there, not a single tank. Garbage cars don't go there. Rubbish is everywhere. Asphalt. Lighting. Trash",3,Another
"Good afternoon! In June 2021, she applied to the social protection committee for the city of Kursk on the issue of receiving targeted assistance (social contract) for current needs in a difficult life situation (school uniform, shoes, stationery, etc. for children). I was given very detailed and good-natured advice by a specialist. We agreed that I would call in July to make an appointment (submission of documents). They promised to add me to the lists and provide assistance by September (shopping for the school). At the beginning of July, I started collecting income certificates (the consultant's request to speed up the process, as I understand it, the specialist requests these certificates on his own) and other documents. The first certificate was ready on 07/06/21. On 08.07 I called to make an appointment. July is no longer available. There was no appointment for August yet, they offered to call next week. Called today, 13.07, but I was denied entry on the basis of an oral order about the lack of funds for these purposes (date, document number, and also until what time, the specialist could not answer). They suggested calling the regional committee. Although initially they took all my data (name, phone number, family composition, etc.), but did not call. They consulted in detail and took my contacts for a possible solution to the issue. I believe my rights have been violated. According to the information from the committee, I can only use assistance for other needs (subsistence farming, opening an individual entrepreneur, training through an employment center), which do not suit me. Or next year (also not suitable, as I plan to go to work and improve my material level). Please look into the situation. Thank you in advance.",10,Another
"Hello! In GSK on Orlovskaya street, in the area of ​​house No. 1, “kind” people fed a pack of stray dogs. Dogs now consider the territory as their own and show aggression towards people and other dogs passing by (and they regularly go past to other garages and to the forest). I ask you to catch orphan animals before it comes to biting. In the application there is a map with a mark. The main sign is a power line support",1,Another
"On January 12, 2022, I filed an appeal to No. KO-01-22-130, which was transferred to the Committee of the City of Kursk, in the response of the committee I was instructed to find two witnesses and provide explanations from them regarding my complaint against the driver of the KIA car state number n143px46, which on January 11, 2022 at 14-30 threw garbage next to the roadway at the address: Kursk, st. Aeroportovskaya houses 66 and 68, but the fact of the offense was recorded by me alone, a photograph was attached. On February 02, 2022, the driver of another state vehicle. number o228x46 at 08-00 threw garbage at the same address (photos and videos are attached). In connection with the illegal actions of these and other drivers at the address: Kursk, st. Airport buildings 66 and 68 have formed an unauthorized dump where wild, stray dogs eat leftovers, they take away garbage and behave aggressively towards citizens passing by, among whom there are many children. I ask you to take any measures to influence the above violators, in order to further exclude their illegal actions of throwing garbage in the wrong places; to oblige city services that clean the road to the airport and adjacent areas to clean this small area up to house No. 68 on Aeroportovskaya Street; to oblige the Veteran, Aviator, Bogatyr, Romashka gardening associations and cottages in the airport area to conclude agreements for the removal of solid household waste; It's just that they throw garbage in the wrong places. to further exclude their illegal actions of throwing garbage in the wrong places; to oblige city services that clean the road to the airport and adjacent areas to clean this small area up to house No. 68 on Aeroportovskaya Street; to oblige the Veteran, Aviator, Bogatyr, Romashka gardening associations and cottages in the airport area to conclude agreements for the removal of solid household waste; It's just that they throw garbage in the wrong places. to further exclude their illegal actions of throwing garbage in the wrong places; to oblige city services that clean the road to the airport and adjacent areas to clean this small area up to house No. 68 on Aeroportovskaya Street; to oblige the Veteran, Aviator, Bogatyr, Romashka gardening associations and cottages in the airport area to conclude agreements for the removal of solid household waste; It's just that they throw garbage in the wrong places.",1,Another
"I ask you to install a modern stop pavilion of the `Perekalsky Square` stop. The stop must meet all the requirements, it must be equipped with a ramp and tactile tiles for passengers with limited mobility. The platform must be raised. we do not have low-floor trams, and a high platform will allow you to safely be at a stop waiting for a tram, you also need to make separate",0,Another
"An unknown building is being built near the house at 131 Suvorovskaya Street (the passport of the object, as always, is not available in Kursk), construction equipment has broken the entire new sidewalk. urgently take action as they will break everything and will not restore",11,Another
"Good afternoon. She submitted documents for participation in the competition for inclusion in the reserve for a senior position in the civil service. They called me and invited me for testing, they told me by phone to arrive on March 18 at 12:00 at the address: Internationalnaya, 6 to take the test. More detailed information was not available. The address was incorrect, as it turned out. Arriving at the Civil Service Academy, I was offered to take a test on a computer, consisting of 100 questions for a while, I was not familiar with the test in advance, even with the topic. As a result, I got 59 out of 100 points, answering questions that I have not encountered in any way in my life. As a result, I did not pass the second stage. I think that conducting such tests is the goal of conducting a selection “for show”, so that the vacant places are occupied by the “necessary” people. Corruption cannot be defeated in this way. If I knew the topic of the test and prepared, then I would get the right amount of points. My education, work experience and high personal responsibility could be useful to our region. Please do not disregard this letter.",14,Another
"I ask you to catch stray dogs near my house, located at Kursk district, Mayskaya Zarya, 35-b. dogs show aggression, bark and rush at people.",1,Another
"Hello, corruption is rampant in Lgov in all areas. Here, for example, for about 10 years, a corruption scheme in budget money has been flourishing in the Sports and Health Complex. 1. A lot of sections are open in FOK, in different directions, for example, how coaches who receive money from the budget of the city of Lgov collect a certain fee from their students. Then they cut these funds with the director of the FOK. Some contracts, checks and supporting documents are not given. We think now it is clear to you why this is so? 2. And also a lot of dead souls are decorated in FOK, again. Funds for dead souls are received by the director of the FOC. Mikhail Vyacheslavovich Tivelev and curator Vyacheslav Petrovich Kutsev in all financial matters, under the auspices of M.V. Tivelev. Please check all areas. perhaps the local prosecutor's office also covers these persons in this matter. Understand, please.",15,Another
"Good afternoon. For a long time I turned a blind eye to the work of the only store in our village, but after recent events, I no longer have the strength to remain silent. The store has a huge amount of goods of poor quality, expired, one of which was bought on 12/13/2020. Namely, Alpen Gold chocolate sold until 11/26/20, the use of this product caused food poisoning for my children. It is not possible to provide a check, because they are not issued at all, which is another gross violation. And of course, the boorish attitude of the seller Frantseva Nelli, to my claims. Referring to the above, I ask you to check and take appropriate measures against the management of this store and the sellers who allowed the sale of damaged goods. Thanks in advance!",13,Another
"Hello! During the renovation of 3rd Peskovskaya Street (BKAD project) in 2020, black soil was partially sprinkled along the road to “cover” the concrete base of the curbs, however, PITs remained on the lawns along this street (behind house No. 1). Was it really difficult until now to allocate a few cubes of soil to complete the landscaping of the lawn along the repaired road / street? Especially before the repair (a year earlier), the Committee for Environmental Safety and Nature Management of Kursk repeatedly answered that it was “inappropriate to create a lawn before the repair of the roadway as part of the BKAD national project in 2020m”. Since nothing changes even after REPAIR, there is only one conclusion - all this is just replies and unwillingness to fulfill their duties for the improvement of the city. I am sure that if an emergency occurs in this place (and there are PITs up to half a meter deep), resulting in injury, etc., law enforcement agencies will indicate at least the inaction and negligence of the relevant officials with all the consequences. Please take special control of the situation with the improvement of the municipal lawn.",3,Another
"Public transport stop Suvorovskaya. Darkness! They put a stop, but they didn’t figure out how to get off the minibus so as not to kill themselves. Waiting for the bus in the dark! This camera also gave a little light, but in fact it was dark! The photo was taken at 18:30. It's getting dark early now! There is a pole next to the stop! Put a lantern on it!",3,Another
"The monument to Sviridov has damage to the pedestal. The tiles are falling off! Why such a terrible quality of work?! This is unacceptable, especially in the city center!",5,Another
"Appeal from the owners of the retail premises of the Olimpiyskiy shopping center in connection with the issuance of the decree of the Governor of the Kursk region dated October 22, 2021 No. 460-pg “On the regime of non-working days in the Kursk region in the period from October 25, 2021 to November 7, 2021”.",6,Another
"Hello, I am Davydkova E. Yu, I am raising two children alone 11 Davydkova Milena 05/20/10 and 14 years old Davydkova Arina Igorevna 07/07/2007 ... I issued an allowance from 8 to 17 years old ... Yesterday I received a refusal from the PFR .. The reason is not clear .. I work officially... Alimony by court order must be paid... does not pay... Bailiffs can't do anything. For the last 4 months, zeros ... I was so hoping for help in the form of benefits ... Tell me why the PFR refused or I made an inaccuracy in the application. THANKS",10,Another
"Hello! Pay attention to the territory between the ""Tax"" and ""Tape"" on the street. Engels, there are many holidays ahead, I would like to see the city beautiful and clean.",3,Another
"Abandoned building has been standing for the last 10-15 years, there is no information about the object",11,Another
"Dear Roman Vladimirovich! Saraevka, Zuevsky village council, Solntsevsky district of the Kursk region. We kindly ask you to instruct your subordinates, namely the head of the Solntsevsky district and the chairman of the Zuevsky village council, to make a fence around the cemetery where our fellow countrymen are buried in our village. There is nowhere such a shame, such a hedge as near the cemetery in our village (photo attached). We also ask you to remove the garbage accumulated in the cemetery and saw down dead trees and branches. I would very much like the fence to be like in other villages in our region and that the chairman of the village council would sometimes appear to us, who, since his appointment, has never been and has not been interested in the problems of the village. Thanks for understanding! Grateful residents of the village of Saraevka",5,Another
"They made the road, many thanks for that! But after they didn’t complete the improvement of the lawn, it’s also a problem to approach the garbage site. When replacing the curbstone, they dug up the ground, but apparently there was nothing to fill it with ....",11,Another
"For a month, they have never been able to get through to social protection to find out about the necessary documents for applying for child benefits. Is it possible to call them at all on other numbers.",10,Another
"Hello, in the road section there was no item “cleaning roads from bushes”, despite the still warm season, please accept the application in this section (I also ask you to further expand this item by adding “cleaning roads from bushes” to it) ). Throughout Nizhnyaya Embankment Street, there are sections of the road overgrown with shrubs that block the passage of an entire lane on a two-lane road. Please take action to clear the road.",3,Another
"Good evening, please tell me, the payment was refused from 8 to 17, I filed for alimony in March, the child is 11 years old, I did not receive alimony, the refusal came, they write to indicate the court decision in full, although I entered the number of the decision, and there is not even such a window on public services when submitting an application, please tell me what to do?",10,Another
"I am writing from hopelessness, it does not work for us to write a letter to the president no matter how much I write, to the Administration of the Kursk region. namely, to Governor Starovoit V, who violates two Federal laws, you also can’t contact the Prosecutor General’s Office, everyone is sent to the region, and they unsubscribe, they misunderstood, write again, then the local government decided so, violating 2 Federal laws, everywhere everyone is sent to the place and here is the same thing, here is my letter to them. I am addressing the Governor of the Kursk region Starovoit about violations of the Federal Law. Turning to the Governor, he replied that a shutdown limit was set, how can a shutdown limit be set violating the law and the safety of thousands of citizens, he turned to the Prosecutor's Office of Kursk region, for some reason they said that they did not understand the question, probably because the Governor violates the law, but the whole Kursk region is in the dark,",3,Another
"I ask you to dismantle the betan fence on the territory of kindergarten number 3 in Lgov and install a high iron fence. Kindergarten, children should walk there, but not drunkards who like to sit there in the summer, in the gazebo. You understand that the fence, which is currently set very low, can even be jumped over by a child and run away somewhere.",7,Another
"Good afternoon, Roman Vladimirovich! I would like to address you with the following question: why do you and your colleagues consider the extension of non-working days appropriate? The fact that children do not go to kindergarten and school? Are shopping malls closed? So the parents of these children go to grocery stores, use public transport, visit guests and bring the virus home ... In our area, the standard of living is already very low, and you want it to become even lower? Where else? Due to the fact that shopping centers are now closed, prices for clothes and shoes have been raised in online stores, and now, excuse me, is the season! Not to mention us adults, you need to dress and shoe your children! And at these prices, which are now present on the sites, it is almost impossible! Distance education for schoolchildren is just a quest! Children simply cannot perceive information at home on their own, And many parents are not teachers by their very nature! What are you trying to achieve by extending the weekend? I believe that we can limit ourselves to more mild restrictions, such as the closure of food courts, catering, fitness rooms, entertainment, and any public events. And what you and your colleagues are doing, I consider a simple mockery of ordinary people! Hope for understanding",6,Another
"Good afternoon. I have been on parental leave since 2020. I went on maternity leave in 2019. Since August 2020, our family has been recognized as low-income in terms of income. According to 2ndfl, for the required period, income below the subsistence level per person. I receive the minimum allowance for child care, my husband's salary does not increase. Every month we are denied allowance from 3 to 7 for the eldest child, citing high incomes. I ask you to consider my request and give an answer to the e-mail why we have an excess in income. Thanks in advance! Sincerely, Agafonova Irina Rakhmanovna.",10,Another
"I, Tatarenkova Nadezhda Pavlovna, on the website of the public service on 07/04/2021 and then on 08/15/2021 submitted an application for the appointment of a payment for a child from 8 to 17 years old, according to the application I received a refusal, I ask you to provide the reason for the refusal in the appropriate form, in accordance with 384 government decree .",10,Another
"This mess!!!! I applied here to the portal regarding the child allowance assigned to me in the amount of 181.13 rubles - problem 88022. To confirm income and family composition for extending the allowance, I applied in March 2021 according to the law. And you answer me that the benefit is scheduled until 09/30/2021???? I received it until 09/30/2021. I can't get a good answer! Even before applying in March 2021, this allowance was assigned to me until 09/30/2021 - which you did not answer in problem 82110 So what? I submitted my documents, and the term of appointment has not changed? Why did I come then? Must be scheduled by September 30, 2022!!!",10,Another
Hello! In the region of Europe on Druzhby pr. I ask you to make a withdrawal.,1,Another
There is no heating in the kindergarten,7,Another
"Of course, I am shocked by your decision, namely that on February 28, students leave the scientific form of education. Firstly, there are a lot of out-of-town students, and they will come to us from regions where the situation is unfavorable, therefore they will begin to contact each other and infect each other, and secondly, they will begin to walk around the mall where they will also spread and become infected with coronovirus infection. I believe that it is necessary to extend distance learning until March 13, so that on March 14, on Monday, everyone will start full-time education",7,Another
"In the vicinity of the house, the problem of stray dogs has aggravated; They are especially active in the morning hours, from 5 in the morning, when there are no pedestrians, they feel like full-fledged owners, from barking, contractions, whining, they have to close the windows. I ask you to put things in order near the house and on the territory of the entire block on the street. Khutorskaya, because it is felt that somewhere they have a point of their nest here. This problem appeared this year in the winter, especially in the spring.",1,Another
"Hello! On 09/06/21, through the MFC, she submitted documents for the extension of Putin's allowance for the 1st child. Today, 09/27/21, there is already silence. Getting through to social security is not realistic at all .. Nobody picks up the phone, and if they do, they talk to each other and hang up. Please tell me how to find out the result of the consideration of the application? I don’t want to go there when I’m sick, especially during a pandemic. Application number 3812233",10,Another
"Hello! House Ryabinovaya 3v. Renting a house 2020 This is the state of the playground. Sand and grass everywhere. There are no swings. With children it is necessary to other yards. This is not a playground, but more like a barbecue, beer, but not a playground for children.",11,Another
"I ask you to equip the north, if it can be called a square, near the railway station where the statue of the “pelican” stands. I would like you to install a fountain instead of a pelican, and install benches with lighting in a circle and, accordingly, lay this place with paving slabs. I would like the fantan to remind residents and guests of the symbols of the Kursk region, for example, as in the photograph, or you can simply make a fantan with illumination, so to speak, a singing fantan. The pelican does not need to be removed, it can be installed somewhere else, i.e. in this square but not in the center.",5,Another
"Hello. On Sadovaya Street, Ivanino, for several years now, the road surface has been in a disgusting state. The car is not able to go around this section of the road, so as not to fall into a hole.",3,Another
"Good afternoon! I bring to your attention that in the city of Oboyan, Lenina st., 90-92V, the number of homeless dogs has recently increased dramatically. The situation develops in such a way that a hundred dogs run in whole packs of 3-7 pieces and rush not only to cars, but also to pedestrians. In the morning, when they walk the child to school, they constantly bark, growl and follow them all the way to the school. At night, their barking interferes with sleep. And today, taking the child from school, they ran and barked on the school grounds. The child ran home and the dogs ran to meet him and began to bark. The child, and I myself, were very frightened. It is already scary to let the child go for a walk on the street, because. you don't know what to expect from these dogs. I ask you to resolve this issue by trapping stray dogs.",1,Another
"Good afternoon, a question from the residents of Kursk, living at the addresses: 1st Brick Lane, and 3rd Brick Lane. We have already contacted the administration many times about installing a playground at these addresses. The playground that is currently available is not complies with the standards, it is of the Soviet model, the structures are old, rusty, traumatic. Where can we ask to install a children's sports and playground for free, at the given addresses. Which department should I contact?",15,Another
"Hello. I have not been paid sick leave since January. That is, the employer does not transfer my sick leave registers to the FSS service. Because of this, I can’t receive a payment, it will soon be 2 months since I handed over sick leave.",10,Another
"The problem lies in the lack of a playground near the houses along Sumska 50, 50a, 50b, Konoreva 4, etc. Please put a playground!!!!!!",15,Another
"Good afternoon. The Committee for Social Protection of the Population provides material assistance to needy families. We are a low-income family, we receive an allowance of 174.50 rubles, we are in need. I ask you to include my family in the lists for receiving such financial assistance, and also tell me in what months it is necessary to have time to sign up? Where can you find out about this and how? Lubentseva Yulia Vladimirovna",10,Another
"Good afternoon! I have three children. The oldest is 10 years old, the middle one is 5 years old and the youngest is 3 years old. On April 20, 2021, on the public service portal, she applied for payment from three to seven years, for middle and junior. Social security considered, they called and said that it was denied because. Our family has two extra cars registered. We cannot remove them from the register, because We only have sales contracts. We own only cars and a land plot, which we received when we received the status of large families. I offered to transfer the sale and purchase agreement to social security, they provided. They haven't sent me an official denial yet, for what reason I don't know. It is impossible to call them. I will also clarify that the cars are all older than 20 years of production. Where should I go to resolve this issue?",10,Another
"Garbage dump along the road between the house Khutorskaya 12g to Khutorskaya 12b, if you stand with your back to the house Khutorskaya 4 and face Khutorskaya 12g, the road is on the right.",3,Another
"Good afternoon. Question about the payment of a monthly allowance for a second child. I submitted a package of documents and an application through the public services portal, and the Committee for Social Protection of the Kursk Region told me that the application had not been received. Although the public services application indicates that the application has been received. Please help me to resolve the issue",10,Another
"Please tell me if there is a social benefit for faithful spouses in Kursk? If so, for how many years of marriage is the payment due and in what amount?",10,Another
"Hello, I have already applied about this, but the problem has been closed and it has not yet been resolved, please repair the road at the entrance to Bill's shopping center at Klykov 1a, between the monument and the shopping center",3,Another
"A container site for waste disposal has been installed at this location. During the removal of TKO, employees of the special vehicle depot deliberately leave containers on the roadway. Citizens' requests to place containers outside the roadway are not responded to. The fact is that the border of the carriageway passes near the edge of the container yard. The boundaries of the carriageway are clearly visible and a special relief has been made. But the sub employees ignore this and leave the containers outside the site. Thus creating an emergency. Since when leaving GSK-25, the review of the driver is closed by these containers. I consider it necessary to hold SAB accountable. And also warn them against leaving foreign objects (containers) on the roadway.",3,Another
"Hello, I wanted to draw up a social contract for other measures to overcome heavy financial assistance, the social security said by phone, call in September, there is no money, how can I draw up a social contract?",10,Another
"I ask you to hang a banner “from May 9” between the tables on the bridge over the river. Seim. I also ask that to give people a festive mood, hang the pillars of the symbols of the state and the flag of victory.",5,Another
"In July, I received benefits for a child from 3 to 7 in the amount of 171 rubles instead of 5000. How can I find out for what reason?",10,Another
"Hello Tell me, have any measures been taken, instructions to strengthen the protection of preschool institutions, in connection with the yellow level, the border region, in connection with the recent events in the Ulyanovsk region in kindergarten? In particular, in Kurchatov, in kindergartens, there is only nominally, as it were, a security guard, but they are not there .... Tell me, who can I contact with this question?",7,Another
